100,5.17366
100,5.63128
100,5.53432
100,5.28123
100,5.32401
100,6.18849
100,5.43934
100,6.39815
100,5.35594
100,6.04366
100,4.90975
100,4.49291
100,5.67693
100,5.73541
100,5.58136
100,5.98016
100,5.5055
100,5.56784
100,5.27767
100,5.41906
100,5.05043
100,5.24361
100,5.25803
100,5.58285
100,4.95007
100,5.30845
100,4.90192
100,6.7339
100,5.18462
100,5.40091
100,5.46939
100,5.09922
100,5.33524
100,5.17677
100,5.31045
100,5.27242
100,5.86494
100,4.85764
100,5.63563
100,6.74264
100,5.96239
100,5.54429
100,5.44643
100,5.10511
100,6.8529
100,6.35722
100,6.54065
100,4.88617
100,6.29456
100,5.73322
100,5.13684
100,5.91699
100,5.54686
100,5.39611
100,4.93386
100,5.25104
100,6.23022
100,5.61798
100,6.25093
100,5.61361
100,5.26388
100,4.76362
100,6.26615
100,5.99438
100,5.55925
100,5.67631
100,5.16468
100,4.66748
100,4.50438
100,7.08394
100,5.66163
100,5.65822
100,5.34373
100,5.12869
100,5.57706
100,5.25291
100,4.96181
100,6.46141
100,4.54555
100,5.17673
100,6.02528
100,4.55085
100,4.84425
100,5.27554
100,5.76816
100,4.99536
100,5.68276
100,4.72775
100,5.769
100,5.54675
100,4.93609
100,4.6278
100,5.39499
100,5.76574
100,5.55152
100,5.74811
100,6.25429
100,4.51538
100,5.77716
100,6.67238
100,5.0107
100,5.24175
100,4.97112
100,6.64512
100,4.89802
100,4.9511
100,5.08501
100,5.12578
100,5.25333
100,4.18854
100,4.96732
100,5.14181
100,4.79606
100,5.76171
100,6.19574
100,6.22976
100,5.51285
100,5.83174
100,5.75987
100,4.98654
100,5.73213
100,4.77713
100,5.23575
100,4.77154
100,5.05351
100,4.62556
100,5.04177
100,4.74382
100,5.43284
100,5.51265
100,5.3966
100,4.89967
100,5.39015
100,4.75577
100,5.06337
100,6.16227
100,5.453
100,6.29583
100,6.06688
100,4.48941
100,5.38132
100,5.15461
100,5.49758
100,6.79571
100,4.56542
100,6.17111
100,4.55098
100,5.57903
100,4.56607
100,6.79387
100,5.97986
100,5.60209
100,5.6945
100,5.34073
100,5.33542
100,5.54432
100,5.47581
100,5.12402
100,5.10907
100,5.55152
100,5.49318
100,5.48787
100,5.25813
100,5.13137
100,4.93596
100,5.78991
100,5.20362
100,5.98847
100,5.35156
100,5.2323
100,5.29739
100,5.46421
100,4.8366
100,5.47441
100,4.91048
100,5.86176
100,4.94179
100,5.77958
100,6.91969
100,5.10214
100,4.85128
100,4.93485
100,5.52933
100,5.58049
100,4.89391
100,4.94897
100,4.99453
100,5.94564
100,5.74668
100,4.79515
100,5.35495
100,4.51461
100,6.32343
100,5.15178
100,4.63005
100,5.38336
100,4.91428
100,5.6447
100,5.04598
100,5.58208
100,4.3932
100,5.2522
100,5.76248
100,5.66732
100,4.62061
100,4.99902
100,5.6404
100,5.6956
100,5.72422
100,5.10918
100,4.47733
100,4.8898
100,4.84155
100,5.67607
100,5.19978
100,5.10049
100,5.98414
100,5.11773
100,6.65005
100,4.81794
100,5.37938
100,4.73513
100,5.52934
100,5.69547
100,4.46688
100,5.32344
100,4.9479
100,5.66371
100,5.63861
100,4.48759
100,5.1118
100,5.96675
100,5.47788
100,4.95075
100,4.8386
100,6.20478
100,5.79122
100,5.63339
100,6.38356
100,4.88075
100,5.18243
100,5.53316
100,4.81205
100,5.62597
100,6.25955
100,4.75205
100,5.57136
100,4.3514
100,4.79885
100,5.10053
100,5.31462
100,5.25346
100,5.48438
100,5.29463
100,6.41751
100,5.04575
100,4.80479
100,4.67225
100,6.5171
100,4.64246
100,4.81887
100,5.15801
100,5.09085
100,5.33602
100,6.28536
100,4.31083
100,5.4693
100,5.14507
100,5.9118
100,6.02206
100,5.58549
100,5.86342
100,5.04476
100,4.95864
100,4.35008
100,5.70273
100,5.68474
100,5.31898
100,5.84375
100,5.78033
100,4.83753
100,5.73094
100,5.29588
100,6.09307
100,4.96472
100,5.62959
100,5.22067
100,5.24011
100,4.87184
100,6.9515
100,5.67072
100,6.06449
100,6.02607
100,5.71327
100,5.97308
100,5.10056
100,5.93101
100,5.53828
100,5.43344
100,5.79057
100,5.89001
100,5.34605
100,5.81776
100,5.23918
100,4.3982
100,5.44617
100,4.33668
100,5.43539
100,6.04327
100,6.73062
100,5.7959
100,5.22668
100,5.42653
100,5.64116
100,4.88038
100,5.55234
100,4.70381
100,5.1732
100,5.0034
100,5.56091
100,5.73723
100,6.06023
100,5.76602
100,5.81874
100,5.23425
100,5.10216
100,5.44984
100,5.1646
100,5.49266
100,5.09371
100,4.92846
100,4.7258
100,5.9259
100,5.55223
100,5.20108
100,4.71405
100,5.97608
100,6.53061
100,5.34411
100,5.49469
100,6.00667
100,5.45212
100,4.48409
100,6.00148
100,5.47348
100,5.65043
100,5.15003
100,4.67509
100,5.50602
100,5.17581
100,5.2948
100,4.48024
100,4.82191
100,5.79394
100,5.54644
100,4.91275
100,5.05804
100,5.88032
100,5.02827
100,5.39901
100,5.06197
100,4.93367
100,5.53255
100,5.38852
100,5.21442
100,5.74687
100,4.64004
100,4.94415
100,6.02798
100,4.76451
100,5.09247
100,4.62165
100,6.1856
100,4.92871
100,5.53596
100,5.77096
100,5.0678
100,6.16627
100,5.65781
100,4.89821
100,5.40081
100,5.20497
